file,line,type,commit,author,date,time,timezone,datetime,depth,length
src/style.css,103,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,104,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,24
src/style.css,105,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,65
src/style.css,106,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,52
src/style.css,107,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,14
src/style.css,108,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,65
src/style.css,109,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,110,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,111,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,42
src/style.css,112,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,7
src/style.css,113,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,66
src/style.css,114,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,12
src/style.css,115,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,67
src/style.css,116,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,36
src/style.css,117,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,12
src/style.css,118,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,15
src/style.css,119,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,52
src/style.css,120,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
src/style.css,121,css,3864594c,mengkongaun,2024-10-20,12:57:00,-07:00,2024-10-20T12:57:00-07:00,0,0
